customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday
51648,female,jasmine sellar,kybunga,sa,south australia,5453,australia,australia,1989-06-11
51649,male,toby batchelor,yandina,qld,queensland,4561,australia,australia,1958-02-26
51718,female,phoebe voss,hackney,sa,south australia,5069,australia,australia,1938-07-25
52435,male,charles kenneally,yadboro,nsw,new south wales,2539,australia,australia,1956-02-29
52536,male,jamie kavanagh,pinewood,vic,victoria,3149,australia,australia,1987-02-16
52694,female,grace bidwill,sheffield,tas,tasmania,7306,australia,australia,1972-05-21
53168,male,dylan monds,joyner,qld,queensland,4500,australia,australia,1959-04-05
53260,female,keira rowallan,mount franklin,vic,victoria,3461,australia,australia,1936-05-09
53318,female,grace osburn,townson,qld,queensland,4341,australia,australia,1954-12-03
53891,male,dominic baylee,binda,nsw,new south wales,2583,australia,australia,1944-02-10
53920,female,jade higgins,buckenbowra,nsw,new south wales,2536,australia,australia,1986-03-27
54089,male,jake toft,the glen,nsw,new south wales,2476,australia,australia,1936-09-11
54161,male,leo voss,woody point,qld,queensland,4019,australia,australia,1992-06-24
54535,male,joshua nugan,cannindah,qld,queensland,4630,australia,australia,1957-11-08
54560,female,eden bickford,abingdon downs,qld,queensland,4871,australia,australia,1962-05-30
54582,female,leah fairbridge,limonite,vic,victoria,3871,australia,australia,1978-09-15
54627,male,john randall,trowutta,tas,tasmania,7330,australia,australia,1968-05-25
54704,female,alice bartlett,travancore,vic,victoria,3032,australia,australia,1951-10-22
54752,female,natasha morrison,south bunbury,wa,western australia,6230,australia,australia,1965-12-16
54794,female,georgia barclay-harvey,garie,nsw,new south wales,2232,australia,australia,1965-08-09
54987,male,isaac sturt,marmion,wa,western australia,6020,australia,australia,1939-05-24
55039,male,james connal,mount moriac,vic,victoria,3240,australia,australia,1960-10-07
55066,male,samuel atherton,dollys flat,nsw,new south wales,2429,australia,australia,1942-02-14
55084,male,angus ten,parap,nt,northern territory,820,australia,australia,1963-12-03
55411,female,lilian stainforth,phoenix park,nsw,new south wales,2321,australia,australia,1982-02-05
55464,female,holly mansour,paddys river,nsw,new south wales,2653,australia,australia,1981-11-16
55715,female,eve jephcott,herdsman,wa,western australia,6017,australia,australia,1986-03-23
55914,male,lachlan webb,south fremantle,wa,western australia,6162,australia,australia,1992-07-31
56161,male,aidan burnett,upper castra,tas,tasmania,7315,australia,australia,1994-05-02
56480,female,zoe tyrrell,kybunga,sa,south australia,5453,australia,australia,1975-03-25
56562,female,lucy mansour,albert park,vic,victoria,3206,australia,australia,1949-11-05
56791,male,charlie kenyon,dunluce,vic,victoria,3472,australia,australia,1994-08-26
56834,female,abigail mcelhone,pikes creek,qld,queensland,4380,australia,australia,1964-01-13
56951,female,kate bardsley,hurstbridge,vic,victoria,3099,australia,australia,1985-10-20
56999,female,amelia fargher,corndale,nsw,new south wales,2480,australia,australia,1984-02-26
57093,male,hayden laidley,spring mountain,nsw,new south wales,2360,australia,australia,1954-02-09
57246,male,toby dillon,city west campus,sa,south australia,5000,australia,australia,1987-03-10
57294,female,makayla bold,traralgon east,vic,victoria,3844,australia,australia,1980-05-15
57307,female,eva hickson,rainbow,vic,victoria,3424,australia,australia,1980-11-14
57374,male,jack coote,colongra,nsw,new south wales,2262,australia,australia,1938-01-19
57491,male,ryan custance,millbank,qld,queensland,4670,australia,australia,1985-09-16
57662,male,archer tozer,coalstoun lakes,qld,queensland,4621,australia,australia,1982-06-10
57681,male,caleb louat,rockwell,wa,western australia,6532,australia,australia,1958-05-05
57820,male,edward howarde,dargo,vic,victoria,3862,australia,australia,1951-05-05
57938,male,alexander courtice,liparoo,vic,victoria,3549,australia,australia,1979-10-09
58066,male,andrew forde,ashmont,nsw,new south wales,2650,australia,australia,1942-10-23
58105,female,mariam bright,cambrai,sa,south australia,5353,australia,australia,1980-04-12
58212,female,amy goffage,oakford,wa,western australia,6121,australia,australia,1965-01-04
58710,male,jordan foveaux,gosnells,wa,western australia,6110,australia,australia,1949-11-21
58919,female,kaitlyn fenton,floreat forum,wa,western australia,6014,australia,australia,1960-09-13
59159,female,maya pasley,cape hillsborough,qld,queensland,4740,australia,australia,1947-07-29
59304,male,patrick collie,carlingford,nsw,new south wales,2118,australia,australia,1953-10-01
59422,female,amber sykes,hillgrove,nsw,new south wales,2350,australia,australia,1990-02-13
59529,female,alice blumenthal,forest glen,nsw,new south wales,2157,australia,australia,1992-05-28
59842,male,lucas mcclure,bletchington,nsw,new south wales,2800,australia,australia,1939-01-19
59961,male,harry hambly,galore,nsw,new south wales,2652,australia,australia,1948-02-03
60009,female,natasha gall,townsville city,qld,queensland,4810,australia,australia,1989-10-12
60088,female,evie brownbill,pages flat,sa,south australia,5172,australia,australia,1982-06-02
60150,female,jasmine mackay,northland centre,vic,victoria,3072,australia,australia,1964-02-14
60407,male,alexander earp,pozieres,qld,queensland,4352,australia,australia,1944-09-04
60411,female,eliza solly,highbury,wa,western australia,6313,australia,australia,1938-10-15
60454,male,toby normanby,lower lewis ponds,nsw,new south wales,2800,australia,australia,1953-05-05
60475,male,joel sharwood,cudlee creek,sa,south australia,5232,australia,australia,1948-05-27
60722,male,logan dowie,kooroomool,qld,queensland,4854,australia,australia,1985-06-08
60892,male,seth soubeiran,moolort,vic,victoria,3465,australia,australia,1964-01-24
60995,male,matthew caron,tuena,nsw,new south wales,2583,australia,australia,1955-09-17
61546,female,alexis heagney,coasters retreat,nsw,new south wales,2108,australia,australia,1953-09-14
61718,female,chloe schlapp,alligator creek,qld,queensland,4816,australia,australia,1956-06-01
61773,female,gabrielle kossak,caroona,nsw,new south wales,2343,australia,australia,2001-04-22
61776,male,mitchell cockle,tallowwood ridge,nsw,new south wales,2453,australia,australia,1954-07-06
61825,male,kai culley,erskineville,nsw,new south wales,2043,australia,australia,1995-10-09
61881,female,rose budd,alberton,vic,victoria,3971,australia,australia,1994-05-11
61947,female,amber tolmie,norval,vic,victoria,3377,australia,australia,1996-12-15
62017,female,grace humphries,hastings,wa,western australia,6308,australia,australia,1954-09-21
62035,male,john duesbury,tiaro,qld,queensland,4650,australia,australia,1952-03-18
62038,male,henry birdwood,hindmarsh,sa,south australia,5007,australia,australia,1997-06-05
62076,male,brock edden,orielton,tas,tasmania,7172,australia,australia,1945-12-03
62125,female,ava lowes,iveragh,qld,queensland,4680,australia,australia,1978-04-10
62133,male,jonathan fargher,gwabegar,nsw,new south wales,2356,australia,australia,1996-04-27
62163,female,amelia o'neil,point leo,vic,victoria,3916,australia,australia,1961-09-22
62416,female,isabelle whitworth,eimeo,qld,queensland,4740,australia,australia,1943-02-23
62473,female,mary baskerville,port germein,sa,south australia,5495,australia,australia,1966-09-03
62537,female,lauren nichols,woolooman,qld,queensland,4310,australia,australia,1937-05-03
62590,male,aiden thirkell,romaine,tas,tasmania,7320,australia,australia,1972-11-16
63342,male,joel spowers,kweda,wa,western australia,6306,australia,australia,1971-10-06
63597,male,darcy penington,riverhills,qld,queensland,4074,australia,australia,1939-04-19
63681,male,justin grahamslaw,possum brush,nsw,new south wales,2430,australia,australia,1936-04-27
63807,male,ashton bower,allambie heights,nsw,new south wales,2100,australia,australia,1948-12-02
63957,female,dakota nixon-smith,forthside,tas,tasmania,7310,australia,australia,1991-01-13
64017,female,ruby sternberg,brightview,qld,queensland,4311,australia,australia,1964-10-05
64037,male,andrew wilkie,wongarbon,nsw,new south wales,2831,australia,australia,1936-09-13
64104,female,brooke cascarret,cootra,sa,south australia,5650,australia,australia,1938-06-26
64210,male,lucas de garis,sheffield,tas,tasmania,7306,australia,australia,1992-04-05
64491,male,oliver mccloughry,melba,act,australian capital territory,2615,australia,australia,1997-09-15
64511,female,alice gouger,argoon,qld,queensland,4702,australia,australia,1963-01-05
64764,male,jacob pelsaert,lesley,wa,western australia,6111,australia,australia,1986-03-03
64842,male,levi strele,mount ousley,nsw,new south wales,2519,australia,australia,1971-09-05
64989,female,alice moynihan,commissioners creek,nsw,new south wales,2484,australia,australia,1994-03-04
65112,female,ebony fairley,point turton,sa,south australia,5575,australia,australia,1951-09-03
65163,female,abigail considen,beaufort,vic,victoria,3373,australia,australia,1954-01-19
65180,female,maya colvin,northlakes,nt,northern territory,812,australia,australia,1979-01-28
65210,female,caitlin spooner,dowlingville,sa,south australia,5555,australia,australia,1948-11-08
65269,female,scarlett roach,barwidgee,vic,victoria,3737,australia,australia,1941-01-24
65283,female,jessica latham,bungundarra,qld,queensland,4703,australia,australia,1943-04-05
65372,male,logan iredale,long flat,qld,queensland,4570,australia,australia,1986-06-11
65507,female,grace deane,darling heights,qld,queensland,4350,australia,australia,1979-05-07
65544,male,dylan smerd,lake muir,wa,western australia,6258,australia,australia,1957-11-14
65856,male,harrison cantamessa,arnold west,vic,victoria,3551,australia,australia,1955-10-28
66352,female,bethany hose,nulsen,wa,western australia,6450,australia,australia,1959-03-10
66610,female,charli frost,fernshaw,vic,victoria,3778,australia,australia,1982-02-09
66677,female,abby o'mahony,tingha,nsw,new south wales,2369,australia,australia,1978-01-16
67066,male,alexander newling,mount richon,wa,western australia,6112,australia,australia,1950-09-09
67157,male,levi knox,kiama downs,nsw,new south wales,2533,australia,australia,1937-04-04
67217,male,aiden de burgh,jubilee heights,qld,queensland,4860,australia,australia,1983-03-04
67369,female,rachel gairdner,zadows landing,sa,south australia,5254,australia,australia,1997-01-26
67380,female,alexis melville,horsnell gully,sa,south australia,5141,australia,australia,1958-03-13
67398,male,harrison trigg,monash,act,australian capital territory,2904,australia,australia,1998-02-04
67455,male,logan armytage,green hills,nsw,new south wales,2730,australia,australia,1993-09-15
67481,male,beau fitzgerald,red banks,sa,south australia,5502,australia,australia,1954-01-17
67744,male,elijah newbery,punchbowl,tas,tasmania,7249,australia,australia,1944-07-03
68000,male,aaron sasse,canning creek,qld,queensland,4357,australia,australia,1973-01-22
68082,female,sienna prentice,croydon park,nsw,new south wales,2133,australia,australia,1975-04-30
68537,male,toby vickery,marmor,qld,queensland,4702,australia,australia,1977-10-30
68745,female,mia bowser,sassafras,vic,victoria,3787,australia,australia,1942-10-03
68882,male,tyson spears,yimbun,qld,queensland,4313,australia,australia,1994-12-04
69066,female,kaitlyn siede,farina,sa,south australia,5733,australia,australia,1989-11-26
69280,female,mikayla edments,marcollat,sa,south australia,5271,australia,australia,1945-10-02
69557,male,will pryor,maxwelton,qld,queensland,4822,australia,australia,1974-02-13
69645,female,ava shout,mount clear,vic,victoria,3350,australia,australia,1995-11-28
69707,female,zoe burnett,umina beach,nsw,new south wales,2257,australia,australia,1935-08-09
69754,female,lucy stone-wigg,mountain creek,nsw,new south wales,2644,australia,australia,1962-04-17
69812,female,alexandra murphy,marengo,vic,victoria,3233,australia,australia,1983-04-19
69954,female,keira bourchier,riverside,nsw,new south wales,2444,australia,australia,1957-12-02
69959,male,marcus kingsmill,molesworth,vic,victoria,3718,australia,australia,1977-02-15
70130,female,alana cordeaux,ballidu,wa,western australia,6606,australia,australia,1969-07-07
70453,female,isabella ashby,bellata,nsw,new south wales,2397,australia,australia,1970-11-25
70544,male,luca symons,woodford,nsw,new south wales,2463,australia,australia,1984-05-09
70584,male,jesse forbes,dalton,nsw,new south wales,2581,australia,australia,1998-09-06
70598,female,gemma swanson,alison,nsw,new south wales,2259,australia,australia,1968-12-27
70912,female,evie wieck,seville,vic,victoria,3139,australia,australia,1977-11-15
71218,male,declan chaffey,montrose,qld,queensland,4370,australia,australia,1947-10-26
71220,male,finn lysaght,booran road po,vic,victoria,3163,australia,australia,1999-02-11
71282,female,claudia winter-irving,gin gin,qld,queensland,4671,australia,australia,1947-06-04
71333,male,james de mestre,hmas watson,nsw,new south wales,2030,australia,australia,1979-12-27
71343,male,liam espie,pink lily,qld,queensland,4702,australia,australia,1980-06-07
71511,male,ben flick,bakers creek,nsw,new south wales,2422,australia,australia,1998-08-13
71625,male,liam gellert,myrtle creek,vic,victoria,3444,australia,australia,1972-11-04
71941,female,erin baylebridge,greenethorpe,nsw,new south wales,2809,australia,australia,1960-11-17
72003,female,isabella buntine,kilbirnie,qld,queensland,4354,australia,australia,1970-07-17
72194,female,imogen grills,wrattens forest,qld,queensland,4601,australia,australia,1981-06-01
72571,female,claudia callister,younghusband,sa,south australia,5238,australia,australia,1966-12-18
72645,female,abigail chin kaw,baird bay,sa,south australia,5671,australia,australia,1937-09-09
72719,female,angelina chinn,coconut grove,nt,northern territory,810,australia,australia,1951-04-28
72812,female,mary reginald,busselton,wa,western australia,6280,australia,australia,1966-05-23
72826,male,hunter edinburgh,coffee camp,nsw,new south wales,2480,australia,australia,1995-04-09
72959,male,samuel bryce,flamingo beach,vic,victoria,3851,australia,australia,1974-05-14
